time,number
3月5日,418
3月4日,418
3月3日,418
3月2日,418
3月1日,418
2月29日,417
2月28日,417
2月27日,417
2月26日,417
2月25日,417
2月24日,417
2月23日,417
2月22日,417
2月21日,417
2月20日,416
2月19日,416
2月18日,416
2月17日,416
2月16日,415
2月15日,414
2月14日,406
2月13日,400
2月12日,391
2月11日,386
2月10日,375
2月9日,368
2月8日,364
2月7日,351
2月6日,334
2月5日,314
2月4日,289
2月3日,269
2月2日,226
2月1日,196
1月31日,170
1月30日,110
1月29日,86
1月28日,63
1月27日,49
1月26日,36
1月25日,27
1月24日,20
1月23日,15
1月22日,15
1月21日,14
1月20日,9
1月19日,1
